Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
21-May-22,VOC,weighted,4,BA.4,1.0-2.0%,0.014417512
28-May-22,VOC,weighted,4,BA.4,2.2-3.9%,0.029758049
4-Jun-22,VOC,weighted,4,BA.4,4.7-7.0%,0.057660792
11-Jun-22,VOC,weighted,4,BA.4,5.9-9.4%,0.075243846
18-Jun-22,VOC,weighted,4,BA.4,9.5-12.8%,0.110735014
25-Jun-22,VOC,weighted,4,BA.4,10.5-14.1%,0.122468472
2-Jul-22,VOC,weighted,4,BA.4,11.2-15.3%,0.131577149
9-Jul-22,VOC,weighted,4,BA.4,11.3-14.5%,0.128570631
16-Jul-22,VOC,weighted,4,BA.4,12.0-14.3%,0.131190613
23-Jul-22,VOC,weighted,4,BA.4,8.5-11.1%,0.097421557
8-May-21,VOC,weighted,4,BA.4.6,NA,0
15-May-21,VOC,weighted,4,BA.4.6,NA,0
22-May-21,VOC,weighted,4,BA.4.6,NA,0
29-May-21,VOC,weighted,4,BA.4.6,NA,0
5-Jun-21,VOC,weighted,4,BA.4.6,NA,0
12-Jun-21,VOC,weighted,4,BA.4.6,NA,0
19-Jun-21,VOC,weighted,4,BA.4.6,NA,0
26-Jun-21,VOC,weighted,4,BA.4.6,NA,0
3-Jul-21,VOC,weighted,4,BA.4.6,NA,0
10-Jul-21,VOC,weighted,4,BA.4.6,NA,0
17-Jul-21,VOC,weighted,4,BA.4.6,NA,0
24-Jul-21,VOC,weighted,4,BA.4.6,NA,0
31-Jul-21,VOC,weighted,4,BA.4.6,NA,0
7-Aug-21,VOC,weighted,4,BA.4.6,NA,0
14-Aug-21,VOC,weighted,4,BA.4.6,NA,0
21-Aug-21,VOC,weighted,4,BA.4.6,NA,0
28-Aug-21,VOC,weighted,4,BA.4.6,NA,0
4-Sep-21,VOC,weighted,4,BA.4.6,NA,0
11-Sep-21,VOC,weighted,4,BA.4.6,NA,0
18-Sep-21,VOC,weighted,4,BA.4.6,NA,0
25-Sep-21,VOC,weighted,4,BA.4.6,NA,0
2-Oct-21,VOC,weighted,4,BA.4.6,NA,0
9-Oct-21,VOC,weighted,4,BA.4.6,NA,0
16-Oct-21,VOC,weighted,4,BA.4.6,NA,0
23-Oct-21,VOC,weighted,4,BA.4.6,NA,0
30-Oct-21,VOC,weighted,4,BA.4.6,NA,0
6-Nov-21,VOC,weighted,4,BA.4.6,NA,0
13-Nov-21,VOC,weighted,4,BA.4.6,NA,0
20-Nov-21,VOC,weighted,4,BA.4.6,NA,0
27-Nov-21,VOC,weighted,4,BA.4.6,NA,0
4-Dec-21,VOC,weighted,4,BA.4.6,NA,0
11-Dec-21,VOC,weighted,4,BA.4.6,NA,0
18-Dec-21,VOC,weighted,4,BA.4.6,NA,0
25-Dec-21,VOC,weighted,4,BA.4.6,NA,0
1-Jan-22,VOC,weighted,4,BA.4.6,NA,0
8-Jan-22,VOC,weighted,4,BA.4.6,NA,0
15-Jan-22,VOC,weighted,4,BA.4.6,NA,0
22-Jan-22,VOC,weighted,4,BA.4.6,NA,0
29-Jan-22,VOC,weighted,4,BA.4.6,NA,0
5-Feb-22,VOC,weighted,4,BA.4.6,NA,0
12-Feb-22,VOC,weighted,4,BA.4.6,NA,0
19-Feb-22,VOC,weighted,4,BA.4.6,NA,0
26-Feb-22,VOC,weighted,4,BA.4.6,NA,0
5-Mar-22,VOC,weighted,4,BA.4.6,NA,0
12-Mar-22,VOC,weighted,4,BA.4.6,NA,0
19-Mar-22,VOC,weighted,4,BA.4.6,NA,0
26-Mar-22,VOC,weighted,4,BA.4.6,NA,0
2-Apr-22,VOC,weighted,4,BA.4.6,NA,0
9-Apr-22,VOC,weighted,4,BA.4.6,NA,0
16-Apr-22,VOC,weighted,4,BA.4.6,NA,0
23-Apr-22,VOC,weighted,4,BA.4.6,NA,0
30-Apr-22,VOC,weighted,4,BA.4.6,NA,0
7-May-22,VOC,weighted,4,BA.4.6,NA,0
14-May-22,VOC,weighted,4,BA.4.6,NA,0
21-May-22,VOC,weighted,4,BA.4.6,0.0-0.2%,0.000577607
28-May-22,VOC,weighted,4,BA.4.6,0.0-0.4%,0.001567445
4-Jun-22,VOC,weighted,4,BA.4.6,0.2-0.6%,0.003651495
11-Jun-22,VOC,weighted,4,BA.4.6,0.3-0.7%,0.004598745
18-Jun-22,VOC,weighted,4,BA.4.6,0.7-1.6%,0.011027125
25-Jun-22,VOC,weighted,4,BA.4.6,1.0-1.9%,0.01428536
2-Jul-22,VOC,weighted,4,BA.4.6,1.5-3.5%,0.02315861
9-Jul-22,VOC,weighted,4,BA.4.6,2.5-3.9%,0.031271033
16-Jul-22,VOC,weighted,4,BA.4.6,3.4-5.0%,0.04115583
23-Jul-22,VOC,weighted,4,BA.4.6,4.2-7.0%,0.055096664
8-May-21,VOC,weighted,4,BA.5,NA,0
15-May-21,VOC,weighted,4,BA.5,NA,0
22-May-21,VOC,weighted,4,BA.5,NA,0
29-May-21,VOC,weighted,4,BA.5,NA,0
5-Jun-21,VOC,weighted,4,BA.5,NA,0
12-Jun-21,VOC,weighted,4,BA.5,NA,0
19-Jun-21,VOC,weighted,4,BA.5,NA,0
26-Jun-21,VOC,weighted,4,BA.5,NA,0
3-Jul-21,VOC,weighted,4,BA.5,NA,0
10-Jul-21,VOC,weighted,4,BA.5,NA,0
17-Jul-21,VOC,weighted,4,BA.5,NA,0
24-Jul-21,VOC,weighted,4,BA.5,NA,0
31-Jul-21,VOC,weighted,4,BA.5,NA,0
7-Aug-21,VOC,weighted,4,BA.5,NA,0
14-Aug-21,VOC,weighted,4,BA.5,NA,0
21-Aug-21,VOC,weighted,4,BA.5,NA,0
28-Aug-21,VOC,weighted,4,BA.5,NA,0
4-Sep-21,VOC,weighted,4,BA.5,NA,0
11-Sep-21,VOC,weighted,4,BA.5,NA,0
18-Sep-21,VOC,weighted,4,BA.5,NA,0
25-Sep-21,VOC,weighted,4,BA.5,NA,0
2-Oct-21,VOC,weighted,4,BA.5,NA,0
9-Oct-21,VOC,weighted,4,BA.5,NA,0
16-Oct-21,VOC,weighted,4,BA.5,NA,0
23-Oct-21,VOC,weighted,4,BA.5,NA,0
30-Oct-21,VOC,weighted,4,BA.5,NA,0
6-Nov-21,VOC,weighted,4,BA.5,NA,0
13-Nov-21,VOC,weighted,4,BA.5,NA,0
20-Nov-21,VOC,weighted,4,BA.5,NA,0
27-Nov-21,VOC,weighted,4,BA.5,NA,0
4-Dec-21,VOC,weighted,4,BA.5,NA,0
11-Dec-21,VOC,weighted,4,BA.5,NA,0
18-Dec-21,VOC,weighted,4,BA.5,NA,0
25-Dec-21,VOC,weighted,4,BA.5,NA,0
1-Jan-22,VOC,weighted,4,BA.5,NA,0
8-Jan-22,VOC,weighted,4,BA.5,0.0-0.1%,0.000244232
15-Jan-22,VOC,weighted,4,BA.5,NA,0
22-Jan-22,VOC,weighted,4,BA.5,0.0-0.3%,0.00055521
29-Jan-22,VOC,weighted,4,BA.5,NA,0
5-Feb-22,VOC,weighted,4,BA.5,NA,0
12-Feb-22,VOC,weighted,4,BA.5,NA,0
19-Feb-22,VOC,weighted,4,BA.5,NA,0
26-Feb-22,VOC,weighted,4,BA.5,NA,0
5-Mar-22,VOC,weighted,4,BA.5,NA,0
12-Mar-22,VOC,weighted,4,BA.5,NA,0
19-Mar-22,VOC,weighted,4,BA.5,NA,0
26-Mar-22,VOC,weighted,4,BA.5,NA,0
2-Apr-22,VOC,weighted,4,BA.5,NA,0
9-Apr-22,VOC,weighted,4,BA.5,NA,0
16-Apr-22,VOC,weighted,4,BA.5,0.0-0.2%,0.00027365
23-Apr-22,VOC,weighted,4,BA.5,0.0-0.3%,0.000486185
30-Apr-22,VOC,weighted,4,BA.5,0.2-1.8%,0.007286208
7-May-22,VOC,weighted,4,BA.5,0.4-2.4%,0.011030663
14-May-22,VOC,weighted,4,BA.5,0.9-2.7%,0.016009465
21-May-22,VOC,weighted,4,BA.5,2.6-5.9%,0.039654929
28-May-22,VOC,weighted,4,BA.5,4.1-6.4%,0.051717695
4-Jun-22,VOC,weighted,4,BA.5,7.9-13.7%,0.105597191
11-Jun-22,VOC,weighted,4,BA.5,13.6-22.4%,0.177130237
18-Jun-22,VOC,weighted,4,BA.5,26.3-31.9%,0.290163249
25-Jun-22,VOC,weighted,4,BA.5,38.8-46.3%,0.425194532
2-Jul-22,VOC,weighted,4,BA.5,52.6-57.6%,0.551382303
9-Jul-22,VOC,weighted,4,BA.5,63.0-66.7%,0.648498595
16-Jul-22,VOC,weighted,4,BA.5,68.5-71.8%,0.701725423
23-Jul-22,VOC,weighted,4,BA.5,75.3-79.9%,0.777032733
8-May-21,VOC,weighted,5,B.1.1.529,NA,0
15-May-21,VOC,weighted,5,B.1.1.529,NA,0
22-May-21,VOC,weighted,5,B.1.1.529,NA,0
29-May-21,VOC,weighted,5,B.1.1.529,NA,0
5-Jun-21,VOC,weighted,5,B.1.1.529,NA,0
12-Jun-21,VOC,weighted,5,B.1.1.529,NA,0
19-Jun-21,VOC,weighted,5,B.1.1.529,NA,0
26-Jun-21,VOC,weighted,5,B.1.1.529,NA,0
3-Jul-21,VOC,weighted,5,B.1.1.529,NA,0
10-Jul-21,VOC,weighted,5,B.1.1.529,NA,0
17-Jul-21,VOC,weighted,5,B.1.1.529,NA,0
24-Jul-21,VOC,weighted,5,B.1.1.529,NA,0
31-Jul-21,VOC,weighted,5,B.1.1.529,NA,0
7-Aug-21,VOC,weighted,5,B.1.1.529,NA,0
14-Aug-21,VOC,weighted,5,B.1.1.529,NA,0
21-Aug-21,VOC,weighted,5,B.1.1.529,NA,0
28-Aug-21,VOC,weighted,5,B.1.1.529,NA,0
4-Sep-21,VOC,weighted,5,B.1.1.529,NA,0
11-Sep-21,VOC,weighted,5,B.1.1.529,NA,0
18-Sep-21,VOC,weighted,5,B.1.1.529,NA,0
25-Sep-21,VOC,weighted,5,B.1.1.529,NA,0
2-Oct-21,VOC,weighted,5,B.1.1.529,NA,0
9-Oct-21,VOC,weighted,5,B.1.1.529,NA,0
16-Oct-21,VOC,weighted,5,B.1.1.529,NA,0
23-Oct-21,VOC,weighted,5,B.1.1.529,NA,0
30-Oct-21,VOC,weighted,5,B.1.1.529,0.0-0.1%,6.60E-05
6-Nov-21,VOC,weighted,5,B.1.1.529,NA,0
13-Nov-21,VOC,weighted,5,B.1.1.529,NA,0
20-Nov-21,VOC,weighted,5,B.1.1.529,NA,0
27-Nov-21,VOC,weighted,5,B.1.1.529,0.0-0.2%,0.000262775
4-Dec-21,VOC,weighted,5,B.1.1.529,0.2-0.8%,0.00401161
11-Dec-21,VOC,weighted,5,B.1.1.529,2.7-9.8%,0.05493474
18-Dec-21,VOC,weighted,5,B.1.1.529,18.3-38.3%,0.274659753
25-Dec-21,VOC,weighted,5,B.1.1.529,53.1-67.0%,0.601742804
1-Jan-22,VOC,weighted,5,B.1.1.529,80.3-86.2%,0.834047854
8-Jan-22,VOC,weighted,5,B.1.1.529,87.8-92.8%,0.904921055
15-Jan-22,VOC,weighted,5,B.1.1.529,95.4-97.0%,0.962612987
22-Jan-22,VOC,weighted,5,B.1.1.529,97.6-98.7%,0.982305348
29-Jan-22,VOC,weighted,5,B.1.1.529,98.0-98.9%,0.985112309
5-Feb-22,VOC,weighted,5,B.1.1.529,98.4-99.3%,0.98880887
12-Feb-22,VOC,weighted,5,B.1.1.529,97.1-98.2%,0.977195561
19-Feb-22,VOC,weighted,5,B.1.1.529,95.3-97.1%,0.963139176
26-Feb-22,VOC,weighted,5,B.1.1.529,90.8-95.0%,0.931312799
5-Mar-22,VOC,weighted,5,B.1.1.529,83.2-87.5%,0.854499161
12-Mar-22,VOC,weighted,5,B.1.1.529,71.5-80.5%,0.76207453
19-Mar-22,VOC,weighted,5,B.1.1.529,56.4-65.3%,0.60909462
26-Mar-22,VOC,weighted,5,B.1.1.529,37.1-46.5%,0.417450488
2-Apr-22,VOC,weighted,5,B.1.1.529,22.5-34.7%,0.283047736
9-Apr-22,VOC,weighted,5,B.1.1.529,11.3-15.0%,0.130449504
16-Apr-22,VOC,weighted,5,B.1.1.529,4.6-7.1%,0.057711504
23-Apr-22,VOC,weighted,5,B.1.1.529,2.5-4.1%,0.031998321
30-Apr-22,VOC,weighted,5,B.1.1.529,1.2-2.7%,0.018578365
7-May-22,VOC,weighted,5,B.1.1.529,0.4-1.1%,0.006574957
14-May-22,VOC,weighted,5,B.1.1.529,0.2-0.8%,0.004366618
21-May-22,VOC,weighted,5,B.1.1.529,0.0-0.4%,0.001121455
28-May-22,VOC,weighted,5,B.1.1.529,0.0-0.4%,0.001074026
4-Jun-22,VOC,weighted,5,B.1.1.529,0.0-0.6%,0.001962028
11-Jun-22,VOC,weighted,5,B.1.1.529,0.0-0.6%,0.000987994
18-Jun-22,VOC,weighted,5,B.1.1.529,0.0-0.3%,0.000758838
25-Jun-22,VOC,weighted,5,B.1.1.529,0.0-0.3%,0.000465434
2-Jul-22,VOC,weighted,5,B.1.1.529,0.0-0.2%,0.000290099
9-Jul-22,VOC,weighted,5,B.1.1.529,0.0-0.2%,0.00038196
16-Jul-22,VOC,weighted,5,B.1.1.529,0.0-0.2%,0.000196478
23-Jul-22,VOC,weighted,5,B.1.1.529,NA,0
8-May-21,VOC,weighted,5,BA.2,NA,0
15-May-21,VOC,weighted,5,BA.2,NA,0
22-May-21,VOC,weighted,5,BA.2,NA,0
29-May-21,VOC,weighted,5,BA.2,NA,0
5-Jun-21,VOC,weighted,5,BA.2,NA,0
12-Jun-21,VOC,weighted,5,BA.2,NA,0
19-Jun-21,VOC,weighted,5,BA.2,NA,0
26-Jun-21,VOC,weighted,5,BA.2,NA,0
3-Jul-21,VOC,weighted,5,BA.2,NA,0
10-Jul-21,VOC,weighted,5,BA.2,NA,0
17-Jul-21,VOC,weighted,5,BA.2,NA,0
24-Jul-21,VOC,weighted,5,BA.2,NA,0
31-Jul-21,VOC,weighted,5,BA.2,NA,0
7-Aug-21,VOC,weighted,5,BA.2,NA,0
14-Aug-21,VOC,weighted,5,BA.2,NA,0
21-Aug-21,VOC,weighted,5,BA.2,NA,0
28-Aug-21,VOC,weighted,5,BA.2,NA,0
4-Sep-21,VOC,weighted,5,BA.2,NA,0
11-Sep-21,VOC,weighted,5,BA.2,NA,0
18-Sep-21,VOC,weighted,5,BA.2,NA,0
25-Sep-21,VOC,weighted,5,BA.2,NA,0
2-Oct-21,VOC,weighted,5,BA.2,NA,0
9-Oct-21,VOC,weighted,5,BA.2,NA,0
16-Oct-21,VOC,weighted,5,BA.2,NA,0
23-Oct-21,VOC,weighted,5,BA.2,NA,0
30-Oct-21,VOC,weighted,5,BA.2,NA,0
6-Nov-21,VOC,weighted,5,BA.2,NA,0
13-Nov-21,VOC,weighted,5,BA.2,NA,0
20-Nov-21,VOC,weighted,5,BA.2,NA,0
27-Nov-21,VOC,weighted,5,BA.2,NA,0
4-Dec-21,VOC,weighted,5,BA.2,NA,0
11-Dec-21,VOC,weighted,5,BA.2,NA,0
18-Dec-21,VOC,weighted,5,BA.2,NA,0
25-Dec-21,VOC,weighted,5,BA.2,0.0-0.1%,0.00015716
1-Jan-22,VOC,weighted,5,BA.2,0.0-0.3%,0.000438996
8-Jan-22,VOC,weighted,5,BA.2,0.0-0.2%,0.000512537
15-Jan-22,VOC,weighted,5,BA.2,0.1-0.5%,0.001924826
22-Jan-22,VOC,weighted,5,BA.2,0.1-0.5%,0.002692641
29-Jan-22,VOC,weighted,5,BA.2,0.3-1.1%,0.005905405
5-Feb-22,VOC,weighted,5,BA.2,0.5-1.1%,0.007760618
12-Feb-22,VOC,weighted,5,BA.2,1.5-2.6%,0.019868087
19-Feb-22,VOC,weighted,5,BA.2,2.7-4.5%,0.035016734
26-Feb-22,VOC,weighted,5,BA.2,4.4-8.8%,0.06310764
5-Mar-22,VOC,weighted,5,BA.2,12.0-16.2%,0.140186891
12-Mar-22,VOC,weighted,5,BA.2,18.8-28.1%,0.232370764
19-Mar-22,VOC,weighted,5,BA.2,33.7-42.4%,0.37971133
26-Mar-22,VOC,weighted,5,BA.2,51.4-61.1%,0.56251353
2-Apr-22,VOC,weighted,5,BA.2,60.0-71.2%,0.65782851
9-Apr-22,VOC,weighted,5,BA.2,75.8-79.9%,0.77881664
16-Apr-22,VOC,weighted,5,BA.2,74.7-80.2%,0.775403202
23-Apr-22,VOC,weighted,5,BA.2,71.2-77.8%,0.746416569
30-Apr-22,VOC,weighted,5,BA.2,62.6-70.5%,0.666490674
7-May-22,VOC,weighted,5,BA.2,56.3-61.7%,0.59001261
14-May-22,VOC,weighted,5,BA.2,47.7-52.7%,0.501863897
21-May-22,VOC,weighted,5,BA.2,35.7-42.7%,0.391129464
28-May-22,VOC,weighted,5,BA.2,29.2-33.1%,0.311198562
4-Jun-22,VOC,weighted,5,BA.2,20.4-23.8%,0.220700294
11-Jun-22,VOC,weighted,5,BA.2,14.9-18.6%,0.16701147
18-Jun-22,VOC,weighted,5,BA.2,10.4-13.2%,0.117913984
25-Jun-22,VOC,weighted,5,BA.2,6.0-8.6%,0.071951777
2-Jul-22,VOC,weighted,5,BA.2,3.9-5.8%,0.048006877
9-Jul-22,VOC,weighted,5,BA.2,2.6-4.3%,0.033865653
16-Jul-22,VOC,weighted,5,BA.2,1.5-2.8%,0.020590793
23-Jul-22,VOC,weighted,5,BA.2,1.3-2.3%,0.017296577
8-May-21,VOC,weighted,5,BA.2.12.1,NA,0
15-May-21,VOC,weighted,5,BA.2.12.1,NA,0
22-May-21,VOC,weighted,5,BA.2.12.1,NA,0
29-May-21,VOC,weighted,5,BA.2.12.1,NA,0
5-Jun-21,VOC,weighted,5,BA.2.12.1,NA,0
12-Jun-21,VOC,weighted,5,BA.2.12.1,NA,0
19-Jun-21,VOC,weighted,5,BA.2.12.1,NA,0
26-Jun-21,VOC,weighted,5,BA.2.12.1,NA,0
3-Jul-21,VOC,weighted,5,BA.2.12.1,NA,0
10-Jul-21,VOC,weighted,5,BA.2.12.1,NA,0
17-Jul-21,VOC,weighted,5,BA.2.12.1,NA,0
24-Jul-21,VOC,weighted,5,BA.2.12.1,NA,0
31-Jul-21,VOC,weighted,5,BA.2.12.1,NA,0
7-Aug-21,VOC,weighted,5,BA.2.12.1,NA,0
14-Aug-21,VOC,weighted,5,BA.2.12.1,NA,0
21-Aug-21,VOC,weighted,5,BA.2.12.1,NA,0
28-Aug-21,VOC,weighted,5,BA.2.12.1,NA,0
4-Sep-21,VOC,weighted,5,BA.2.12.1,NA,0
11-Sep-21,VOC,weighted,5,BA.2.12.1,NA,0
18-Sep-21,VOC,weighted,5,BA.2.12.1,NA,0
25-Sep-21,VOC,weighted,5,BA.2.12.1,NA,0
2-Oct-21,VOC,weighted,5,BA.2.12.1,NA,0
9-Oct-21,VOC,weighted,5,BA.2.12.1,NA,0
16-Oct-21,VOC,weighted,5,BA.2.12.1,NA,0
23-Oct-21,VOC,weighted,5,BA.2.12.1,NA,0
30-Oct-21,VOC,weighted,5,BA.2.12.1,NA,0
6-Nov-21,VOC,weighted,5,BA.2.12.1,NA,0
13-Nov-21,VOC,weighted,5,BA.2.12.1,NA,0
20-Nov-21,VOC,weighted,5,BA.2.12.1,NA,0
27-Nov-21,VOC,weighted,5,BA.2.12.1,NA,0
4-Dec-21,VOC,weighted,5,BA.2.12.1,NA,0
11-Dec-21,VOC,weighted,5,BA.2.12.1,NA,0
18-Dec-21,VOC,weighted,5,BA.2.12.1,NA,0
25-Dec-21,VOC,weighted,5,BA.2.12.1,NA,0
1-Jan-22,VOC,weighted,5,BA.2.12.1,0.0-0.1%,0.000146332
8-Jan-22,VOC,weighted,5,BA.2.12.1,NA,0
15-Jan-22,VOC,weighted,5,BA.2.12.1,NA,0
22-Jan-22,VOC,weighted,5,BA.2.12.1,NA,0
29-Jan-22,VOC,weighted,5,BA.2.12.1,NA,0
5-Feb-22,VOC,weighted,5,BA.2.12.1,NA,0
12-Feb-22,VOC,weighted,5,BA.2.12.1,NA,0
19-Feb-22,VOC,weighted,5,BA.2.12.1,NA,0
26-Feb-22,VOC,weighted,5,BA.2.12.1,0.0-0.3%,0.000562789
5-Mar-22,VOC,weighted,5,BA.2.12.1,NA,0
12-Mar-22,VOC,weighted,5,BA.2.12.1,NA,0
19-Mar-22,VOC,weighted,5,BA.2.12.1,0.4-1.3%,0.007103757
26-Mar-22,VOC,weighted,5,BA.2.12.1,0.8-2.6%,0.015351785
2-Apr-22,VOC,weighted,5,BA.2.12.1,4.1-6.7%,0.052968081
9-Apr-22,VOC,weighted,5,BA.2.12.1,7.0-11.1%,0.088830158
16-Apr-22,VOC,weighted,5,BA.2.12.1,13.7-19.0%,0.1621117
23-Apr-22,VOC,weighted,5,BA.2.12.1,18.3-25.4%,0.21668689
30-Apr-22,VOC,weighted,5,BA.2.12.1,26.6-35.2%,0.3074058
7-May-22,VOC,weighted,5,BA.2.12.1,36.2-42.0%,0.390654683
14-May-22,VOC,weighted,5,BA.2.12.1,43.9-49.6%,0.467555672
21-May-22,VOC,weighted,5,BA.2.12.1,50.4-60.6%,0.555387139
28-May-22,VOC,weighted,5,BA.2.12.1,55.0-62.4%,0.58750695
4-Jun-22,VOC,weighted,5,BA.2.12.1,55.8-62.2%,0.590165496
11-Jun-22,VOC,weighted,5,BA.2.12.1,52.6-59.6%,0.561295986
18-Jun-22,VOC,weighted,5,BA.2.12.1,43.6-50.9%,0.47232917
25-Jun-22,VOC,weighted,5,BA.2.12.1,33.8-42.9%,0.38250497
2-Jul-22,VOC,weighted,5,BA.2.12.1,20.0-23.4%,0.217056751
9-Jul-22,VOC,weighted,5,BA.2.12.1,13.1-18.8%,0.157730564
16-Jul-22,VOC,weighted,5,BA.2.12.1,7.6-9.8%,0.086642675
23-Jul-22,VOC,weighted,5,BA.2.12.1,4.9-6.5%,0.05659933
8-May-21,VOC,weighted,5,BA.4,NA,0
15-May-21,VOC,weighted,5,BA.4,NA,0
22-May-21,VOC,weighted,5,BA.4,NA,0
29-May-21,VOC,weighted,5,BA.4,NA,0
5-Jun-21,VOC,weighted,5,BA.4,NA,0
12-Jun-21,VOC,weighted,5,BA.4,NA,0
19-Jun-21,VOC,weighted,5,BA.4,NA,0
26-Jun-21,VOC,weighted,5,BA.4,NA,0
3-Jul-21,VOC,weighted,5,BA.4,NA,0
10-Jul-21,VOC,weighted,5,BA.4,NA,0
17-Jul-21,VOC,weighted,5,BA.4,NA,0
24-Jul-21,VOC,weighted,5,BA.4,NA,0
31-Jul-21,VOC,weighted,5,BA.4,NA,0
7-Aug-21,VOC,weighted,5,BA.4,NA,0
14-Aug-21,VOC,weighted,5,BA.4,NA,0
21-Aug-21,VOC,weighted,5,BA.4,NA,0
28-Aug-21,VOC,weighted,5,BA.4,NA,0
4-Sep-21,VOC,weighted,5,BA.4,NA,0
11-Sep-21,VOC,weighted,5,BA.4,NA,0
18-Sep-21,VOC,weighted,5,BA.4,NA,0
25-Sep-21,VOC,weighted,5,BA.4,NA,0
2-Oct-21,VOC,weighted,5,BA.4,NA,0
9-Oct-21,VOC,weighted,5,BA.4,NA,0
16-Oct-21,VOC,weighted,5,BA.4,NA,0
23-Oct-21,VOC,weighted,5,BA.4,NA,0
30-Oct-21,VOC,weighted,5,BA.4,NA,0
6-Nov-21,VOC,weighted,5,BA.4,NA,0
13-Nov-21,VOC,weighted,5,BA.4,NA,0
20-Nov-21,VOC,weighted,5,BA.4,NA,0
27-Nov-21,VOC,weighted,5,BA.4,NA,0
4-Dec-21,VOC,weighted,5,BA.4,NA,0
11-Dec-21,VOC,weighted,5,BA.4,NA,0
18-Dec-21,VOC,weighted,5,BA.4,NA,0
25-Dec-21,VOC,weighted,5,BA.4,NA,0
1-Jan-22,VOC,weighted,5,BA.4,NA,0
8-Jan-22,VOC,weighted,5,BA.4,NA,0
15-Jan-22,VOC,weighted,5,BA.4,NA,0
22-Jan-22,VOC,weighted,5,BA.4,NA,0
29-Jan-22,VOC,weighted,5,BA.4,NA,0
5-Feb-22,VOC,weighted,5,BA.4,NA,0
12-Feb-22,VOC,weighted,5,BA.4,NA,0
19-Feb-22,VOC,weighted,5,BA.4,NA,0
26-Feb-22,VOC,weighted,5,BA.4,NA,0
5-Mar-22,VOC,weighted,5,BA.4,NA,0
12-Mar-22,VOC,weighted,5,BA.4,NA,0
19-Mar-22,VOC,weighted,5,BA.4,NA,0
26-Mar-22,VOC,weighted,5,BA.4,NA,0
2-Apr-22,VOC,weighted,5,BA.4,NA,0
9-Apr-22,VOC,weighted,5,BA.4,0.0-0.3%,0.000568989
16-Apr-22,VOC,weighted,5,BA.4,0.0-0.3%,0.000520443
23-Apr-22,VOC,weighted,5,BA.4,0.0-0.5%,0.001304687
30-Apr-22,VOC,weighted,5,BA.4,0.1-0.6%,0.002889067
7-May-22,VOC,weighted,5,BA.4,0.2-0.8%,0.004759066
14-May-22,VOC,weighted,5,BA.4,0.7-1.9%,0.012032418
21-May-22,VOC,weighted,5,BA.4,1.2-3.7%,0.022268236
28-May-22,VOC,weighted,5,BA.4,2.7-6.2%,0.041912515
4-Jun-22,VOC,weighted,5,BA.4,4.6-10.1%,0.070025615
11-Jun-22,VOC,weighted,5,BA.4,6.8-12.1%,0.091853179
18-Jun-22,VOC,weighted,5,BA.4,8.0-13.0%,0.103332892
25-Jun-22,VOC,weighted,5,BA.4,8.6-15.4%,0.117293403
2-Jul-22,VOC,weighted,5,BA.4,10.3-13.0%,0.115886413
9-Jul-22,VOC,weighted,5,BA.4,10.1-13.2%,0.11578995
16-Jul-22,VOC,weighted,5,BA.4,10.1-12.5%,0.113048688
23-Jul-22,VOC,weighted,5,BA.4,8.3-11.3%,0.097172946
8-May-21,VOC,weighted,5,BA.4.6,NA,0
15-May-21,VOC,weighted,5,BA.4.6,NA,0
22-May-21,VOC,weighted,5,BA.4.6,NA,0
29-May-21,VOC,weighted,5,BA.4.6,NA,0
5-Jun-21,VOC,weighted,5,BA.4.6,NA,0
12-Jun-21,VOC,weighted,5,BA.4.6,NA,0
19-Jun-21,VOC,weighted,5,BA.4.6,NA,0
26-Jun-21,VOC,weighted,5,BA.4.6,NA,0
3-Jul-21,VOC,weighted,5,BA.4.6,NA,0
10-Jul-21,VOC,weighted,5,BA.4.6,NA,0
17-Jul-21,VOC,weighted,5,BA.4.6,NA,0
24-Jul-21,VOC,weighted,5,BA.4.6,NA,0
31-Jul-21,VOC,weighted,5,BA.4.6,NA,0
7-Aug-21,VOC,weighted,5,BA.4.6,NA,0
14-Aug-21,VOC,weighted,5,BA.4.6,NA,0
21-Aug-21,VOC,weighted,5,BA.4.6,NA,0
28-Aug-21,VOC,weighted,5,BA.4.6,NA,0
4-Sep-21,VOC,weighted,5,BA.4.6,NA,0
11-Sep-21,VOC,weighted,5,BA.4.6,NA,0
18-Sep-21,VOC,weighted,5,BA.4.6,NA,0
25-Sep-21,VOC,weighted,5,BA.4.6,NA,0
2-Oct-21,VOC,weighted,5,BA.4.6,NA,0
9-Oct-21,VOC,weighted,5,BA.4.6,NA,0
16-Oct-21,VOC,weighted,5,BA.4.6,NA,0
23-Oct-21,VOC,weighted,5,BA.4.6,NA,0
30-Oct-21,VOC,weighted,5,BA.4.6,NA,0
6-Nov-21,VOC,weighted,5,BA.4.6,NA,0
13-Nov-21,VOC,weighted,5,BA.4.6,NA,0
20-Nov-21,VOC,weighted,5,BA.4.6,NA,0
27-Nov-21,VOC,weighted,5,BA.4.6,NA,0
4-Dec-21,VOC,weighted,5,BA.4.6,NA,0
11-Dec-21,VOC,weighted,5,BA.4.6,NA,0
18-Dec-21,VOC,weighted,5,BA.4.6,NA,0
25-Dec-21,VOC,weighted,5,BA.4.6,NA,0
1-Jan-22,VOC,weighted,5,BA.4.6,NA,0
